SS	PromoterDistance	DistTerm	Distance	sameStrand	DownDistance	sameDownStrand	AAAA/TTTT	AAAC/GTTT	AAAG/CTTT	AAAT/ATTT	AACA/TGTT	AACC/GGTT	AACG/CGTT	AACT/AGTT	AAGA/TCTT	AAGC/GCTT	AAGG/CCTT	AAGT/ACTT	AATA/TATT	AATC/GATT	AATG/CATT	AATT/AATT	ACAA/TTGT	ACAC/GTGT	ACAG/CTGT	ACAT/ATGT	ACCA/TGGT	ACCC/GGGT	ACCG/CGGT	ACCT/AGGT	ACGA/TCGT	ACGC/GCGT	ACGG/CCGT	ACGT/ACGT	ACTA/TAGT	ACTC/GAGT	ACTG/CAGT	AGAA/TTCT	AGAC/GTCT	AGAG/CTCT	AGAT/ATCT	AGCA/TGCT	AGCC/GGCT	AGCG/CGCT	AGCT/AGCT	AGGA/TCCT	AGGC/GCCT	AGGG/CCCT	AGTA/TACT	AGTC/GACT	AGTG/CACT	ATAA/TTAT	ATAC/GTAT	ATAG/CTAT	ATAT/ATAT	ATCA/TGAT	ATCC/GGAT	ATCG/CGAT	ATGA/TCAT	ATGC/GCAT	ATGG/CCAT	ATTA/TAAT	ATTC/GAAT	ATTG/CAAT	CAAA/TTTG	CAAC/GTTG	CAAG/CTTG	CACA/TGTG	CACC/GGTG	CACG/CGTG	CAGA/TCTG	CAGC/GCTG	CAGG/CCTG	CATA/TATG	CATC/GATG	CATG/CATG	CCAA/TTGG	CCAC/GTGG	CCAG/CTGG	CCCA/TGGG	CCCC/GGGG	CCCG/CGGG	CCGA/TCGG	CCGC/GCGG	CCGG/CCGG	CCTA/TAGG	CCTC/GAGG	CGAA/TTCG	CGAC/GTCG	CGAG/CTCG	CGCA/TGCG	CGCC/GGCG	CGCG/CGCG	CGGA/TCCG	CGGC/GCCG	CGTA/TACG	CGTC/GACG	CTAA/TTAG	CTAC/GTAG	CTAG/CTAG	CTCA/TGAG	CTCC/GGAG	CTGA/TCAG	CTGC/GCAG	CTTA/TAAG	CTTC/GAAG	GAAA/TTTC	GAAC/GTTC	GACA/TGTC	GACC/GGTC	GAGA/TCTC	GAGC/GCTC	GATA/TATC	GATC/GATC	GCAA/TTGC	GCAC/GTGC	GCCA/TGGC	GCCC/GGGC	GCGA/TCGC	GCGC/GCGC	GCTA/TAGC	GGAA/TTCC	GGAC/GTCC	GGCA/TGCC	GGCC/GGCC	GGGA/TCCC	GGTA/TACC	GTAA/TTAC	GTAC/GTAC	GTCA/TGAC	GTGA/TCAC	GTTA/TAAC	TAAA/TTTA	TACA/TGTA	TAGA/TCTA	TATA/TATA	TCAA/TTGA	TCCA/TGGA	TCGA/TCGA	TGAA/TTCA	TGCA/TGCA	TTAA/TTAA	Class
-25.7	-60	0	0	1	720	1	0.04	0.01	0.01	0.04	0.01	0.01	0	0	0.01	0	0.01	0	0.02	0	0.01	0.03	0.01	0	0.01	0	0	0	0	0.01	0	0.02	0.01	0	0	0	0	0.02	0	0.01	0.02	0.01	0.01	0	0	0	0.01	0.02	0	0	0	0.01	0.02	0.01	0	0.01	0.01	0	0.01	0.02	0	0.02	0.01	0.02	0	0	0	0	0	0.01	0.02	0.01	0.02	0	0.02	0	0	0.01	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0.03	0	0.01	0.01	0	0.02	0	0.01	0	0	0	0	0.03	0.01	0	0.01	0.04	0	0	0	0.02	0	0.02	0	0.01	0	0	0.02	0	0.01	0.01	0.01	0	0	0.01	0	0	0.01	0	0	0	0.01	0.02	0.01	0	0	0	0.01	0	0.03	0	0.01	0
-24.6	-1000	511	0	0	0	0	0.035714286	0.026785714	0	0	0.026785714	0.017857143	0.017857143	0.008928571	0	0.017857143	0	0.008928571	0.008928571	0	0	0	0.008928571	0.008928571	0	0.017857143	0.008928571	0.008928571	0	0	0.008928571	0.008928571	0	0.008928571	0.008928571	0	0.008928571	0.017857143	0.008928571	0	0	0.008928571	0.026785714	0.017857143	0	0	0	0.017857143	0	0	0.017857143	0	0	0.017857143	0.017857143	0.017857143	0.008928571	0.008928571	0	0	0	0	0.008928571	0	0.008928571	0.026785714	0.008928571	0.008928571	0	0.008928571	0.026785714	0.026785714	0.017857143	0.008928571	0.008928571	0	0.008928571	0.008928571	0.035714286	0	0.008928571	0	0	0	0	0	0	0	0	0	0.008928571	0	0.008928571	0	0	0	0.008928571	0	0	0	0	0	0.035714286	0.008928571	0	0.017857143	0.017857143	0.008928571	0	0	0	0	0.017857143	0	0.017857143	0.008928571	0.044642857	0	0	0.017857143	0.008928571	0	0	0.017857143	0	0.008928571	0	0	0	0	0.008928571	0	0	0	0	0.008928571	0.008928571	0	0	0.035714286	0	0	0
-13.2	-1000	1000	0	1	0	1	0	0	0.028985507	0	0	0	0	0.014492754	0.014492754	0	0.014492754	0.014492754	0	0.028985507	0.014492754	0	0	0	0	0	0.014492754	0	0	0	0.014492754	0	0	0	0	0	0	0	0	0	0.028985507	0	0	0.028985507	0	0	0.028985507	0	0	0	0	0	0	0	0	0.028985507	0.028985507	0	0	0	0.057971014	0	0	0.043478261	0	0	0	0	0.014492754	0	0.014492754	0.028985507	0	0	0.043478261	0	0	0	0.043478261	0.014492754	0	0	0	0	0	0.014492754	0	0.014492754	0	0	0.014492754	0.014492754	0.014492754	0	0	0	0.014492754	0.014492754	0	0	0	0	0	0	0	0.014492754	0.028985507	0	0	0	0	0	0	0.014492754	0.028985507	0	0	0.014492754	0	0.043478261	0	0.028985507	0.014492754	0.028985507	0	0	0	0	0	0	0.014492754	0.014492754	0	0	0	0	0.014492754	0.072463768	0	0	0	0	0
-15.3	-433	63	0	0	0	0	0	0	0	0.022727273	0.011363636	0.034090909	0	0	0.011363636	0.022727273	0	0	0.011363636	0	0.011363636	0.011363636	0.022727273	0	0	0	0.011363636	0.022727273	0.011363636	0.011363636	0	0	0.011363636	0	0	0.011363636	0	0.022727273	0	0.022727273	0	0	0.034090909	0.022727273	0	0	0	0	0.011363636	0	0	0.011363636	0	0.011363636	0	0	0	0	0	0	0.011363636	0.011363636	0.011363636	0	0.011363636	0.022727273	0	0	0	0	0.011363636	0.022727273	0	0	0	0	0.011363636	0	0.022727273	0.022727273	0	0.011363636	0.022727273	0.034090909	0.011363636	0	0.011363636	0.022727273	0	0	0	0.011363636	0	0.034090909	0.034090909	0	0.011363636	0	0.011363636	0	0.011363636	0	0.011363636	0	0.011363636	0.022727273	0.011363636	0.022727273	0.011363636	0.011363636	0.011363636	0	0	0	0	0	0.011363636	0	0	0	0.011363636	0.022727273	0.022727273	0	0	0.011363636	0.011363636	0.011363636	0	0.011363636	0	0	0	0	0.011363636	0	0	0	0	0	0	0	0
-12.4	-109	1000	0	0	0	0	0	0	0	0	0	0.014285714	0.028571429	0	0	0	0	0	0.042857143	0.028571429	0	0	0.042857143	0	0	0	0.014285714	0	0.014285714	0.014285714	0.028571429	0.014285714	0.014285714	0.014285714	0	0	0	0	0	0	0	0.014285714	0	0	0	0.014285714	0.014285714	0	0	0	0	0	0.028571429	0	0.014285714	0	0.042857143	0	0	0	0	0.042857143	0	0.028571429	0	0.014285714	0	0.042857143	0	0	0	0	0.028571429	0	0	0	0.014285714	0.014285714	0	0	0	0.014285714	0	0	0.014285714	0	0.014285714	0	0	0.028571429	0.014285714	0	0	0.014285714	0	0.028571429	0.028571429	0	0	0	0	0	0.014285714	0.014285714	0	0	0	0.014285714	0	0	0	0.014285714	0.014285714	0	0	0.014285714	0	0	0	0	0	0.014285714	0	0	0	0.014285714	0.028571429	0.028571429	0	0.028571429	0.014285714	0.014285714	0	0	0	0	0	0.014285714	0	0	0	0.014285714	0
-28.61	0	1000	0	1	146	1	0.036885246	0.012295082	0.008196721	0.012295082	0.024590164	0.004098361	0	0.004098361	0.012295082	0.004098361	0	0.004098361	0.032786885	0.020491803	0.024590164	0.008196721	0.020491803	0.004098361	0.004098361	0.028688525	0.004098361	0.008196721	0	0.008196721	0	0	0	0.004098361	0.012295082	0.008196721	0	0.004098361	0.008196721	0	0.008196721	0	0	0	0.004098361	0	0	0.012295082	0.008196721	0.012295082	0.004098361	0.012295082	0.020491803	0.012295082	0.012295082	0.020491803	0.016393443	0.004098361	0.020491803	0	0.008196721	0.045081967	0.012295082	0.024590164	0.024590164	0.004098361	0	0.012295082	0	0	0.004098361	0.004098361	0	0.012295082	0.012295082	0.004098361	0.008196721	0.004098361	0	0.004098361	0	0.004098361	0.004098361	0	0.004098361	0.016393443	0.004098361	0	0	0.004098361	0.004098361	0	0	0.008196721	0	0.004098361	0.004098361	0.020491803	0.004098361	0	0	0.008196721	0.004098361	0	0.012295082	0	0.004098361	0.004098361	0.004098361	0.004098361	0	0	0.016393443	0	0.004098361	0	0	0.008196721	0.004098361	0	0	0	0	0	0.004098361	0.004098361	0.012295082	0	0.008196721	0.016393443	0.008196721	0.012295082	0.004098361	0.016393443	0.008196721	0.004098361	0.020491803	0.012295082	0	0.016393443	0	0.020491803	0
-59.11	0	1000	0	1	0	1	0.080118694	0.017804154	0.008902077	0.029673591	0.023738872	0.002967359	0	0.005934718	0.011869436	0.005934718	0	0.002967359	0.03264095	0.017804154	0.023738872	0.005934718	0.017804154	0.002967359	0.008902077	0.011869436	0.002967359	0.005934718	0	0.005934718	0	0	0	0	0.005934718	0.017804154	0.002967359	0.011869436	0	0.002967359	0.008902077	0.002967359	0	0	0.005934718	0.011869436	0	0.008902077	0.014836795	0.008902077	0	0.023738872	0.014836795	0.011869436	0.017804154	0.017804154	0.011869436	0	0.020771513	0	0.002967359	0.020771513	0.014836795	0.020771513	0.026706231	0.002967359	0	0.008902077	0.002967359	0	0.005934718	0.002967359	0.005934718	0.005934718	0.005934718	0	0.011869436	0.005934718	0	0.005934718	0	0.002967359	0.002967359	0	0.002967359	0.014836795	0.005934718	0	0	0.002967359	0	0	0	0.005934718	0	0	0	0.011869436	0.002967359	0.002967359	0.005934718	0.011869436	0.008902077	0	0.011869436	0	0.011869436	0.002967359	0.005934718	0	0	0	0.008902077	0.002967359	0.005934718	0	0.002967359	0.005934718	0	0	0.005934718	0.005934718	0.002967359	0.002967359	0.002967359	0.005934718	0.008902077	0	0.005934718	0.011869436	0.002967359	0.008902077	0.017804154	0.002967359	0.005934718	0.017804154	0.014836795	0.008902077	0	0.011869436	0	0.011869436	0
-19.4	-25	526	0	1	0	1	0.010309278	0	0.010309278	0.020618557	0	0.010309278	0	0	0.010309278	0.010309278	0.010309278	0	0	0.020618557	0.030927835	0	0	0	0	0.010309278	0	0	0	0.020618557	0.010309278	0	0	0	0	0	0	0.010309278	0	0	0.020618557	0.010309278	0.010309278	0.020618557	0	0.010309278	0	0.010309278	0	0	0	0.020618557	0.010309278	0.010309278	0.010309278	0.010309278	0.020618557	0.030927835	0.010309278	0.010309278	0.010309278	0	0.020618557	0.010309278	0	0	0	0.010309278	0	0	0.020618557	0.010309278	0.020618557	0	0.010309278	0	0.010309278	0	0.010309278	0	0	0.010309278	0	0.020618557	0	0	0.010309278	0.020618557	0	0	0.010309278	0.020618557	0	0	0.010309278	0	0.010309278	0	0	0	0.020618557	0	0.020618557	0.020618557	0.020618557	0	0.020618557	0	0	0	0	0.010309278	0.06185567	0	0	0	0.020618557	0.010309278	0.010309278	0.010309278	0.010309278	0	0.010309278	0.010309278	0	0.010309278	0.010309278	0	0	0	0.010309278	0.010309278	0.010309278	0	0	0	0	0.010309278	0.010309278	0.010309278	0	0.010309278	0
-9.9	-827	1000	0	1	0	1	0	0	0	0	0	0	0	0.022727273	0	0.022727273	0	0	0.022727273	0	0	0	0	0	0	0	0	0	0.022727273	0	0	0	0.022727273	0	0	0.045454545	0	0	0.022727273	0.022727273	0	0.022727273	0.045454545	0	0	0	0.022727273	0	0	0	0.022727273	0	0.022727273	0	0	0	0	0	0	0	0	0	0	0.022727273	0	0.022727273	0.022727273	0	0	0	0.045454545	0.022727273	0.022727273	0	0	0	0.022727273	0.022727273	0.022727273	0	0	0	0.022727273	0	0.022727273	0	0	0	0	0.022727273	0	0	0	0.022727273	0.022727273	0	0.022727273	0	0	0	0	0.022727273	0	0.045454545	0	0	0	0	0	0	0	0.022727273	0	0	0.045454545	0	0.068181818	0	0	0	0	0	0	0.068181818	0	0	0.022727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.3	0	1000	0	0	0	0	0.038674033	0.011049724	0.011049724	0.033149171	0.011049724	0	0	0.005524862	0.011049724	0.011049724	0	0	0.011049724	0.022099448	0.033149171	0	0	0	0.016574586	0.027624309	0.005524862	0.005524862	0	0	0	0.005524862	0	0	0.016574586	0.011049724	0.005524862	0.016574586	0	0	0.016574586	0.005524862	0.005524862	0.005524862	0.005524862	0.005524862	0.005524862	0	0.016574586	0	0.011049724	0.027624309	0.033149171	0.011049724	0.005524862	0.005524862	0.005524862	0.011049724	0.027624309	0.011049724	0.016574586	0.005524862	0.022099448	0.005524862	0.011049724	0	0	0	0.005524862	0	0	0.005524862	0.005524862	0.027624309	0.005524862	0.005524862	0.005524862	0.005524862	0	0.005524862	0	0	0	0	0	0	0.005524862	0.005524862	0	0.011049724	0	0.005524862	0	0	0	0.005524862	0	0	0.005524862	0.005524862	0.022099448	0.005524862	0	0	0.005524862	0.005524862	0.016574586	0	0	0	0.011049724	0.011049724	0.011049724	0	0	0	0.011049724	0	0.005524862	0	0	0	0	0.005524862	0	0	0.005524862	0.011049724	0.005524862	0	0.011049724	0.005524862	0.033149171	0.033149171	0.011049724	0.016574586	0.011049724	0.005524862	0.011049724	0.022099448	0	0.005524862	0
0	-16	1000	-263	0	1044	0	0.034482759	0.017241379	0.017241379	0.034482759	0.017241379	0.017241379	0	0.017241379	0	0	0.017241379	0.017241379	0.034482759	0	0.017241379	0	0.017241379	0.017241379	0	0.034482759	0	0	0	0.034482759	0	0	0	0	0	0	0	0	0	0	0.017241379	0	0	0	0	0	0	0	0	0	0	0.034482759	0	0	0.017241379	0.034482759	0.017241379	0	0	0	0.017241379	0	0	0.034482759	0	0.017241379	0	0.034482759	0	0	0.017241379	0	0.017241379	0	0	0.017241379	0.034482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017241379	0.017241379	0.017241379	0	0.017241379	0	0	0	0	0	0.034482759	0.017241379	0	0	0.017241379	0	0	0	0	0.017241379	0	0.017241379	0	0	0.017241379	0	0.017241379	0	0.017241379	0.017241379	0.034482759	0.017241379	0	0	0	0.034482759	0	0	0	0.017241379	0
-2.6	-84	1000	0	1	0	1	0.046511628	0	0	0.023255814	0.023255814	0	0	0	0	0	0	0	0	0.046511628	0.023255814	0	0	0	0.023255814	0.023255814	0	0	0	0	0.023255814	0	0.023255814	0	0	0	0.023255814	0	0	0.023255814	0.023255814	0	0	0.023255814	0	0	0	0	0	0.023255814	0	0	0.023255814	0	0	0.023255814	0	0.023255814	0.046511628	0	0	0	0.023255814	0.023255814	0.023255814	0	0	0	0	0	0.023255814	0.023255814	0	0.023255814	0.023255814	0	0	0	0.023255814	0	0	0	0	0	0	0	0	0	0	0	0	0.023255814	0	0	0	0.046511628	0	0	0	0	0	0	0.023255814	0	0	0	0	0.023255814	0	0	0.023255814	0	0	0	0	0	0.023255814	0	0	0.023255814	0	0	0	0	0	0	0	0	0.023255814	0.023255814	0	0	0	0.023255814	0	0	0.023255814	0	0	0.046511628	0	0	0
-8.5	-418	1000	-11	1	1442	1	0.040983607	0.008196721	0.008196721	0.024590164	0.016393443	0	0.016393443	0.008196721	0.008196721	0.008196721	0.008196721	0	0.008196721	0.008196721	0	0.016393443	0.008196721	0.008196721	0.008196721	0.024590164	0.008196721	0.016393443	0.008196721	0	0.016393443	0	0.008196721	0	0	0.008196721	0.008196721	0	0	0.016393443	0.008196721	0.008196721	0.008196721	0.008196721	0	0	0	0.008196721	0	0	0.008196721	0	0.008196721	0	0.008196721	0.008196721	0.016393443	0.016393443	0.008196721	0	0.008196721	0.008196721	0.016393443	0	0.008196721	0.016393443	0.016393443	0.008196721	0.008196721	0	0	0.008196721	0	0	0.008196721	0.016393443	0.016393443	0.008196721	0	0.016393443	0.008196721	0.008196721	0.016393443	0.008196721	0	0	0	0.016393443	0.008196721	0	0.016393443	0	0	0.008196721	0.008196721	0	0.008196721	0.008196721	0.008196721	0	0	0	0.008196721	0	0	0	0	0	0.016393443	0	0.008196721	0	0.016393443	0.008196721	0.016393443	0.008196721	0	0.016393443	0.008196721	0	0.008196721	0	0.008196721	0	0.008196721	0.008196721	0.024590164	0.016393443	0	0.008196721	0	0.016393443	0.032786885	0.008196721	0.008196721	0	0	0.008196721	0	0	0	0.016393443	0
-26.5	-560	1000	0	1	0	1	0.024590164	0.016393443	0.008196721	0.008196721	0.008196721	0.008196721	0.008196721	0	0.008196721	0	0.008196721	0	0.008196721	0.016393443	0	0.008196721	0.008196721	0	0.008196721	0.008196721	0	0.016393443	0.008196721	0.024590164	0	0.016393443	0.024590164	0	0	0	0.008196721	0.008196721	0	0	0.008196721	0	0	0.008196721	0.008196721	0	0	0	0	0	0.008196721	0.008196721	0	0.008196721	0.008196721	0.016393443	0.008196721	0	0	0	0.016393443	0	0.016393443	0.016393443	0.016393443	0	0.008196721	0	0.024590164	0.008196721	0	0.024590164	0.008196721	0.008196721	0.016393443	0	0	0.016393443	0.008196721	0	0	0.024590164	0	0.024590164	0.008196721	0.008196721	0	0	0.016393443	0	0.032786885	0.016393443	0	0.016393443	0.016393443	0.008196721	0.016393443	0	0	0	0	0	0.016393443	0	0	0	0	0.008196721	0.016393443	0	0	0	0	0	0.016393443	0.024590164	0.032786885	0.008196721	0.016393443	0	0	0.008196721	0.008196721	0.008196721	0.016393443	0	0.016393443	0.008196721	0.008196721	0.008196721	0	0	0.016393443	0	0	0.008196721	0.016393443	0.008196721	0	0.008196721	0	0	0
-37.4	-273	1000	0	0	0	0	0	0.0078125	0.0078125	0.0078125	0	0.015625	0.015625	0.0078125	0	0.015625	0.0078125	0	0.0078125	0.0078125	0	0	0	0	0.0078125	0.0078125	0	0.0078125	0.015625	0.015625	0	0.015625	0.015625	0	0	0	0.0078125	0	0	0	0.0078125	0	0.0234375	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0	0	0	0.0078125	0	0.0078125	0	0.0078125	0	0.0078125	0.0078125	0.015625	0.0078125	0.0078125	0	0	0.0078125	0.0078125	0.015625	0	0.0078125	0.0078125	0.0078125	0.0234375	0.015625	0.0078125	0.015625	0.0078125	0.0234375	0	0.03125	0	0.0078125	0.0234375	0	0.03125	0.015625	0	0.0078125	0	0.0078125	0	0.0078125	0.03125	0	0.0078125	0.0234375	0.0078125	0	0	0	0	0	0.0078125	0	0.015625	0	0	0.0078125	0.015625	0.015625	0.0078125	0	0	0	0	0.0078125	0.0078125	0.0390625	0.0234375	0	0	0.0078125	0.0234375	0.0078125	0.0390625	0	0	0.0078125	0.015625	0	0.0078125	0.0078125	0.0078125	0.0078125	0	0	0	0	0.0234375	0.0078125	0	0	0	0
-11.8	-464	1000	0	1	0	1	0	0.033333333	0	0	0	0.033333333	0	0	0	0	0	0	0.016666667	0	0.016666667	0	0	0	0	0	0.033333333	0.033333333	0.033333333	0	0	0	0.016666667	0	0	0	0.033333333	0	0.016666667	0	0	0	0	0	0	0	0	0.016666667	0	0.016666667	0.016666667	0	0.016666667	0	0	0	0	0.016666667	0.016666667	0	0.016666667	0	0.016666667	0.016666667	0	0	0	0	0.016666667	0	0.016666667	0	0.016666667	0	0.016666667	0	0	0.016666667	0.033333333	0	0	0.016666667	0	0.016666667	0.033333333	0	0	0	0	0	0	0.033333333	0	0.016666667	0.016666667	0	0.016666667	0	0	0	0	0	0.016666667	0.016666667	0	0	0.033333333	0	0	0.033333333	0	0	0	0	0	0	0.033333333	0	0.016666667	0	0	0.016666667	0	0.016666667	0	0	0.016666667	0	0	0.05	0.016666667	0	0	0	0	0	0.016666667	0	0	0.033333333	0	0	0
-69.5	-1000	1000	0	0	0	0	0.005988024	0	0.005988024	0.011976048	0	0.023952096	0	0	0	0.005988024	0	0	0.005988024	0	0.005988024	0.005988024	0	0	0	0	0	0.035928144	0.041916168	0.005988024	0	0.011976048	0.011976048	0	0.017964072	0.005988024	0.005988024	0	0.011976048	0.005988024	0	0.005988024	0.005988024	0.017964072	0	0	0.005988024	0	0.005988024	0.011976048	0.011976048	0.005988024	0.005988024	0.017964072	0	0.017964072	0.005988024	0	0.005988024	0.011976048	0.011976048	0.005988024	0	0.005988024	0.011976048	0.017964072	0	0	0.011976048	0	0	0.017964072	0.011976048	0.011976048	0.011976048	0	0.005988024	0.017964072	0.011976048	0.023952096	0.02994012	0.023952096	0.005988024	0.023952096	0.017964072	0	0	0	0.005988024	0	0.017964072	0.011976048	0	0.011976048	0	0.005988024	0.011976048	0.005988024	0.011976048	0	0	0.005988024	0.011976048	0.011976048	0	0	0	0	0	0.023952096	0.005988024	0	0.011976048	0	0.017964072	0	0.011976048	0.017964072	0	0.005988024	0.005988024	0	0.011976048	0.017964072	0	0	0.023952096	0.005988024	0.005988024	0.017964072	0.005988024	0.005988024	0.005988024	0	0.011976048	0	0.011976048	0.011976048	0	0	0	0	0
-1.4	-364	1000	-79	1	5	1	0.00990099	0.00990099	0	0.01980198	0.00990099	0	0.00990099	0	0	0	0	0.00990099	0.01980198	0.00990099	0.00990099	0.00990099	0	0	0.02970297	0.02970297	0.00990099	0.00990099	0.00990099	0.00990099	0.00990099	0.00990099	0.00990099	0.00990099	0.00990099	0	0	0	0.00990099	0.00990099	0.00990099	0	0	0.00990099	0.00990099	0	0	0	0.00990099	0	0.00990099	0.00990099	0.00990099	0.00990099	0	0.01980198	0.00990099	0.00990099	0	0	0.00990099	0.02970297	0	0.00990099	0	0	0.00990099	0	0.00990099	0.00990099	0.01980198	0.01980198	0	0.00990099	0.01980198	0	0.00990099	0	0	0.00990099	0	0.00990099	0	0.00990099	0	0.00990099	0	0.00990099	0.00990099	0	0.00990099	0	0.00990099	0	0	0.02970297	0	0	0.01980198	0	0	0	0.00990099	0	0	0	0.01980198	0	0.01980198	0.00990099	0	0.00990099	0	0.00990099	0	0.00990099	0	0	0.01980198	0	0	0.00990099	0	0	0	0.00990099	0.01980198	0.01980198	0.01980198	0.00990099	0.01980198	0.00990099	0.00990099	0.02970297	0.00990099	0	0.00990099	0.00990099	0	0	0	0.00990099	0
-16.9	-127	262	0	0	91	0	0.043478261	0	0.028985507	0	0	0	0.014492754	0	0	0.028985507	0.014492754	0.014492754	0.014492754	0.014492754	0	0	0	0.028985507	0	0	0	0	0	0	0.014492754	0.014492754	0.014492754	0	0	0	0.014492754	0	0	0	0	0	0.014492754	0.014492754	0	0	0.014492754	0.028985507	0	0	0.028985507	0	0.014492754	0	0	0.014492754	0	0.014492754	0	0	0.014492754	0.014492754	0.014492754	0	0	0.014492754	0.014492754	0	0	0	0	0	0.028985507	0	0.014492754	0	0	0	0	0	0.028985507	0.014492754	0	0	0.014492754	0	0	0	0.014492754	0	0	0.014492754	0	0	0.028985507	0	0.028985507	0	0	0	0	0	0.043478261	0	0.014492754	0	0.028985507	0	0.014492754	0	0	0	0	0	0.014492754	0	0.014492754	0.014492754	0.014492754	0	0	0.014492754	0.014492754	0.014492754	0.014492754	0.014492754	0	0	0	0.014492754	0	0	0	0.014492754	0	0	0.014492754	0.014492754	0	0.028985507	0	0.014492754	0
-15.2	-1000	635	0	0	0	0	0.011764706	0.023529412	0	0	0.011764706	0.035294118	0.023529412	0.011764706	0	0	0	0	0	0	0.011764706	0	0.011764706	0	0.011764706	0.035294118	0.035294118	0	0.023529412	0	0	0.011764706	0.023529412	0.011764706	0	0	0.011764706	0	0.011764706	0	0	0.035294118	0.023529412	0	0	0	0.011764706	0	0	0	0	0.011764706	0.011764706	0	0	0.011764706	0	0	0	0	0	0.011764706	0	0	0.011764706	0	0	0.023529412	0	0.011764706	0.011764706	0.058823529	0.011764706	0	0	0.011764706	0	0.023529412	0.023529412	0	0	0.011764706	0.011764706	0	0	0	0	0.023529412	0	0	0	0	0.011764706	0	0	0.011764706	0.011764706	0	0	0	0	0	0.023529412	0.035294118	0	0	0	0.047058824	0	0	0	0	0.011764706	0	0	0.011764706	0.011764706	0	0.011764706	0	0	0.011764706	0	0	0	0.011764706	0.023529412	0	0.023529412	0	0	0.011764706	0.011764706	0.023529412	0	0	0	0	0	0.011764706	0	0.011764706	0
-4.8	-194	1000	0	1	0	1	0.015384615	0	0.015384615	0.015384615	0.015384615	0.030769231	0	0	0.015384615	0	0	0	0.015384615	0	0	0	0	0	0.046153846	0	0	0.015384615	0.015384615	0.015384615	0	0.015384615	0	0	0	0	0.015384615	0	0	0.015384615	0	0	0	0.015384615	0.015384615	0	0.015384615	0	0	0	0.015384615	0.015384615	0	0	0	0	0	0	0	0	0	0	0	0	0.015384615	0.015384615	0	0.015384615	0.015384615	0	0	0.030769231	0.030769231	0	0	0	0.015384615	0.015384615	0.030769231	0.015384615	0	0	0.015384615	0.015384615	0.015384615	0	0	0.015384615	0.015384615	0	0	0.030769231	0	0.015384615	0.030769231	0	0.015384615	0	0	0	0	0	0	0	0	0	0.030769231	0.015384615	0.015384615	0	0	0.015384615	0	0	0	0.030769231	0.046153846	0	0.015384615	0	0	0.030769231	0	0.030769231	0.015384615	0	0	0	0	0.015384615	0	0.015384615	0	0	0	0	0.015384615	0	0	0	0	0	0
-14.4	-31	895	0	0	0	0	0.076923077	0.019230769	0	0.038461538	0	0.009615385	0.009615385	0.009615385	0.019230769	0	0	0	0.019230769	0.028846154	0.009615385	0.009615385	0.009615385	0	0	0.028846154	0	0	0.009615385	0	0	0	0.019230769	0	0.009615385	0.009615385	0	0.009615385	0.019230769	0.009615385	0.009615385	0.009615385	0.009615385	0.019230769	0	0.009615385	0	0	0.009615385	0	0	0.028846154	0	0.028846154	0	0.019230769	0	0.009615385	0.019230769	0	0	0.019230769	0.009615385	0.009615385	0.019230769	0	0	0	0	0.009615385	0.019230769	0	0.009615385	0.019230769	0.009615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009615385	0	0	0	0	0	0.009615385	0	0	0.009615385	0	0	0.019230769	0	0.028846154	0	0.019230769	0	0.019230769	0.009615385	0.028846154	0	0	0.019230769	0	0	0	0.009615385	0	0	0.019230769	0	0.019230769	0.009615385	0	0	0	0	0	0.019230769	0	0	0	0	0.019230769	0.009615385	0.009615385	0.009615385	0.009615385	0	0	0.019230769	0	0	0
